OBJECTID,UNIT_CODE,GIS_Notes,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,METADATA,PARKNAME,CreationDate,Creator,EditDate,Editor,Shape__Area,Shape__Length,GlobalID
232,STON,Lands - http://landsnet.nps.gov/tractsnet/documents/STON/Metadata/ston_metadata.xml,Stonewall National Monument,2016/09/07 00:00:00+00,NY,NE,2781516,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2235467,Stonewall,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:33:54.847+00,RJohnson@nps.gov_nps,32233.2578125,2341.33924859049,70b25b57-1135-43d1-ac6d-51c2c64c4366
233,NPSA,Lands - http://landsnet.nps.gov/tractsnet/documents/NPSA/METADATA/npsa_metadata.xml,National Park of American Samoa,2016/05/25 00:00:00+00,AS,PW,1966567,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2229066,National Park of American Samoa,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:34:01.877+00,RJohnson@nps.gov_nps,48283336.6992188,73521.0963399606,d4aecc6b-e305-45d7-aa09-5a09f4ec8624
234,VOYA,Lands - http://landsnet.nps.gov/tractsnet/documents/VOYA/METADATA/voya_metadata.xml,Voyageurs National Park,2016/08/15 00:00:00+00,MN,MW,660491,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2224529,Voyageurs,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:34:08.781+00,RJohnson@nps.gov_nps,1884045707.94531,383313.927829074,9784a85c-b5ac-4286-9a39-426a11bc31ac
236,CONG,Lands - http://landsnet.nps.gov/tractsnet/documents/CONG/METADATA/cong_metadata.xml,Congaree National Park,2017/02/06 00:00:00+00,SC,SE,2035095,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2229070,Congaree,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:34:24.919+00,RJohnson@nps.gov_nps,155132048.414063,114498.440221994,9da9f6c1-0b12-4948-859f-5c8d96efb02a
237,FEHA,Lands - http://landsnet.nps.gov/tractsnet/documents/FEHA/METADATA/feha_metadata.xml,Federal Hall National Memorial,2017/03/30 00:00:00+00,NY,NE,2057537,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2210702,Federal Hall,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:34:31.104+00,RJohnson@nps.gov_nps,3743.23046875,256.849134258497,4c0bbc67-bf74-4ec4-ac3b-03a3ad122c88
238,FRDO,Lands - http://landsnet.nps.gov/tractsnet/documents/FRDO/Metadata/frdo_metadata.xml,Frederick Douglass National Historic Site,2017/03/21 00:00:00+00,DC,NC,2733423,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048159,Frederick Douglass,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:34:38.720+00,RJohnson@nps.gov_nps,56143.0625,1101.37537534528,84d3167c-4fa6-44b8-8482-0d3645253d5d
239,FOSM,Lands - http://landsnet.nps.gov/tractsnet/documents/FOSM/Metadata/fosm_metadata.xml,Fort Smith National Historic Site,2017/03/14 00:00:00+00,AR,MW,56686,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048155,Fort Smith,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:34:44.589+00,RJohnson@nps.gov_nps,433548.53515625,7095.26415297063,7b6511ba-3247-483a-b0eb-e84020ab762d
240,HALE,Lands - http://landsnet.nps.gov/tractsnet/documents/HALE/Metadata/hale_metadata.xml,Haleakala National Park,2017/01/26 00:00:00+00,HI,PW,358382,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2185783,Haleakala,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:34:51.077+00,RJohnson@nps.gov_nps,156331032.300781,101519.592564928,6d821a9c-2cdf-4ebe-b585-a957dd9b8061
242,LECL,Lands - http://landsnet.nps.gov/tractsnet/documents/LECL/Metadata/lecl_metadata.xml,Lewis and Clark National Historic Trail,2017/01/13 00:00:00+00,NE,MW,2733427,National Historic Trail,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048008,Lewis and Clark,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:35:03.871+00,RJohnson@nps.gov_nps,564370.7578125,3496.82429318329,62a709f2-371e-42ad-a19c-0d65d8db70aa
243,LACH,Lands - http://landsnet.nps.gov/tractsnet/documents/LACH/Metadata/lach_metadata.xml,Lake Chelan National Recreation Area,2017/01/06 00:00:00+00,WA,PW,1528425,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2235462,Lake Chelan,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:35:13.164+00,RJohnson@nps.gov_nps,576004189.515625,136446.833792558,51f11a61-fbef-493a-88cf-7a3e51433301
245,LYJO,Lands - http://landsnet.nps.gov/tractsnet/documents/LYJO/Metadata/lyjo_metadata.xml,Lyndon B. Johnson National Historical Park,2017/06/23 00:00:00+00,TX,IM,1888941,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2192758,Lyndon B Johnson,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:35:25.173+00,RJohnson@nps.gov_nps,8531424.04296875,26537.5600122688,0d6848c0-eb51-4fa5-8ac2-9d03d3a09efb
246,CAVE,Lands - http://landsnet.nps.gov/tractsnet/documents/CAVE/Metadata/cave_metadata.xml,Carlsbad Caverns National Park,2017/06/22 00:00:00+00,NM,IM,904780,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047926,Carlsbad Caverns,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:35:31.204+00,RJohnson@nps.gov_nps,264914337.996094,116427.046917342,875d2cb7-f797-4a44-9761-2d5fb0727f04
247,AZRU,Lands - http://landsnet.nps.gov/tractsnet/documents/AZRU/Metadata/azru_metadata.xml,Aztec Ruins National Monument,2017/06/22 00:00:00+00,NM,IM,885961,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2192754,Aztec Ruins,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:35:38.873+00,RJohnson@nps.gov_nps,2004409.140625,8141.44207374166,08f277d3-c06e-40eb-a6ed-2ecd4a60671b
248,ZION,Lands - http://landsnet.nps.gov/tractsnet/documents/ZION/Metadata/zion_metadata.xml,Zion National Park,2017/06/22 00:00:00+00,UT,IM,1455157,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2181118,Zion,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:35:45.206+00,RJohnson@nps.gov_nps,952718698.210938,206587.713807477,be9e2191-db41-45ea-aab4-500ac84871e2
249,LIHO,Lands - http://landsnet.nps.gov/tractsnet/documents/LIHO/Metadata/liho_metadata.xml,Lincoln Home National Historic Site,2017/06/06 00:00:00+00,IL,MW,1821086,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048176,Lincoln Home,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:35:51.142+00,RJohnson@nps.gov_nps,93771.66015625,1213.3308848768,f7876237-1c23-423d-86a5-88166f3ab2be
250,CRMP,Lands - http://landsnet.nps.gov/tractsnet/documents/CRMP/METADATA/crmp_metadata.xml,Craters of the Moon National Preserve,2017/05/31 00:00:00+00,ID,PW,1986829,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2242147,Craters of the Moon,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:35:58.125+00,RJohnson@nps.gov_nps,5317015490.92188,667331.340655887,b60ca991-9af1-4955-9126-2610854f8317
251,CRMO,Lands - http://landsnet.nps.gov/tractsnet/documents/CRMO/METADATA/crmo_metadata.xml,Craters of the Moon National Monument,2017/05/31 00:00:00+00,ID,PW,1986829,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2242146,Craters of the Moon,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:36:04.237+00,RJohnson@nps.gov_nps,409466801.507813,126953.68468967,a4414ac3-97b8-4ad8-9457-b2d65d78df4e
253,PECO,Lands - http://landsnet.nps.gov/tractsnet/documents/PECO/Metadata/peco_metadata.xml,Pecos National Historical Park,2017/05/24 00:00:00+00,NM,IM,937161,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223251,Pecos,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:36:11.200+00,RJohnson@nps.gov_nps,41011612.3398438,45703.8180771578,90436606-26f8-4a1c-b21d-ff3ee49505af
254,ORPI,Lands - http://landsnet.nps.gov/tractsnet/documents/ORPI/METADATA/orpi_metadata.xml,Organ Pipe Cactus National Monument,2017/05/12 00:00:00+00,AZ,IM,15492,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048029,Organ Pipe Cactus,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:36:19.946+00,RJohnson@nps.gov_nps,1867745806.96875,199507.903293829,7b8b64ad-96fe-4709-9fe6-d88ff148227c
255,CURE,Lands - http://landsnet.nps.gov/tractsnet/documents/CURE/METADATA/cure_metadata.xml,Curecanti National Recreation Area,2017/05/25 00:00:00+00,CO,IM,196412,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2210701,Curecanti,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:36:26.029+00,RJohnson@nps.gov_nps,273475556.324219,329290.012105173,25289dff-196c-4fd7-b959-cead36bb5015
256,THRO,Lands - http://landsnet.nps.gov/tractsnet/documents/THRO/METADATA/thro_metadata.xml,Theodore Roosevelt National Park,2017/04/27 00:00:00+00,ND,MW,1033824,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2196728,Theodore Roosevelt,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:36:32.364+00,RJohnson@nps.gov_nps,616847538.488281,187232.144484604,86fb06a1-06ba-4556-9418-23b9de47075c
258,CRLA,Lands - http://landsnet.nps.gov/tractsnet/documents/CRLA/METADATA/crla_metadata.xml,Crater Lake National Park,2017/06/05 00:00:00+00,OR,PW,1163670,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2242144,Crater Lake,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:36:46.134+00,RJohnson@nps.gov_nps,1379224002.42969,177640.646102447,4aaf9e83-e9f4-4e2b-bb90-da5f94a985fe
259,APIS,Lands - http://landsnet.nps.gov/tractsnet/documents/APIS/Metadata/apis_metadata.xml,Apostle Islands National Lakeshore,2017/08/25 00:00:00+00,WI,MW,1581059,National Lakeshore,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2221817,Apostle Islands,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:36:52.626+00,RJohnson@nps.gov_nps,632060717.21875,491129.225465833,53bfd06f-6c2f-4c56-ba67-d3a4ed8e47cf
260,GLAC,Lands - http://landsnet.nps.gov/tractsnet/documents/GLAC/Metadata/GLAC_metadata.xml,Glacier National Park,2017/08/18 00:00:00+00,MT,IM,1803454,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2230264,Glacier,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:36:58.706+00,RJohnson@nps.gov_nps,9351571347.08594,506613.4712313,e6e9c0f3-8a9f-48e8-80ff-4bb2743cb043
261,SAGU,Lands - http://landsnet.nps.gov/tractsnet/documents/SAGU/Metadata/SAGU_metadata.xml,Saguaro National Park,2017/08/31 00:00:00+00,AZ,IM,10683,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225704,Saguaro,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:37:07.673+00,RJohnson@nps.gov_nps,524285418.050781,190627.989887041,4f514562-0c0b-4227-8dcc-afb966adc143
262,KEWE,Lands - http://landsnet.nps.gov/tractsnet/documents/KEWE/Metadata/kewe_metadata.xml,Keweenaw National Historical Park,2017/09/19 00:00:00+00,MI,MW,1888937,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2174270,Keweenaw,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:37:14.684+00,RJohnson@nps.gov_nps,16297962.6054688,30353.9082099157,68c466e8-4acf-4c45-b968-a874bae069a3
263,HOME,Lands - http://landsnet.nps.gov/tractsnet/documents/HOME/Metadata/home_metadata.xml,Homestead National Monument,2017/12/14 00:00:00+00,NE,MW,830099,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048166,Homestead,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:37:21.565+00,RJohnson@nps.gov_nps,1491929.2734375,7913.36370596628,545f6238-a769-4554-ab3f-6a37176c9488
264,CHCU,Lands - http://landsnet.nps.gov/tractsnet/documents/CHCU/METADATA/chcu_metadata.xml,Chaco Culture National Historical Park,2017/12/11 00:00:00+00,NM,IM,936878,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2209594,Chaco Culture,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:37:28.072+00,RJohnson@nps.gov_nps,213200930.898438,112537.972251089,90c6cc88-22ce-472b-9a66-ce0076cef62b
265,GRKO,Lands - http://landsnet.nps.gov/tractsnet/documents/GRKO/Metadata/grko_metadata.xml,Grant-Kohrs Ranch National Historic Site,2017/11/30 00:00:00+00,MT,IM,806847,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2220223,Grant-Kohrs Ranch,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:37:34.370+00,RJohnson@nps.gov_nps,13410009.4765625,20573.5546564711,86e098c1-d651-4890-bc56-ef6267cf1e3c
266,CAJO,Lands - http://landsnet.nps.gov/tractsnet/documents/CAJO/Metadata/cajo_metadata.xml,Captain John Smith National Historic Trail,2017/11/17 00:00:00+00,MD,NE,2783287,National Historic Trail,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2249522,Captain John Smith,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:37:40.346+00,RJohnson@nps.gov_nps,1692916.390625,9135.95962824888,9ead1ae5-06aa-408a-849c-0a893a6e12e4
267,INDE,Lands - http://landsnet.nps.gov/tractsnet/documents/INDE/Metadata/inde_metadata.xml,Independence National Historical Park,2017/11/09 00:00:00+00,PA,NE,1177725,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2249521,Independence,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:37:46.643+00,RJohnson@nps.gov_nps,298507.3671875,9431.15343139592,3cdb8cbf-d15e-42c9-9a5e-9a80dc042465
268,JAZZ,Lands - http://landsnet.nps.gov/tractsnet/documents/JAZZ/Metadata/jazz_metadata.xml,New Orleans Jazz National Historical Park,2017/11/08 00:00:00+00,LA,SE,2035602,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2249523,New Orleans Jazz,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:37:53.511+00,RJohnson@nps.gov_nps,28904.296875,836.710396439021,c2419100-1749-4610-b2fd-34e05b212fd9
270,BICR,Lands - http://landsnet.nps.gov/tractsnet/documents/BICR/METADATA/bicr_metadata.xml,Birmingham Civil Rights National Monument,2017/10/24 00:00:00+00,AL,SE,2783289,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2249526,Birmingham Civil Rights,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:38:08.844+00,RJohnson@nps.gov_nps,5140.5859375,287.16212428411,23d42152-bb84-4407-87db-c77ccc66c299
272,GRTE,Lands - http://landsnet.nps.gov/tractsnet/documents/GRTE/Metadata/grte_metadata.xml,Grand Teton National Park,2018/03/30 00:00:00+00,WY,IM,1597571,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047976,Grand Teton,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:38:24.772+00,RJohnson@nps.gov_nps,2410496678.59375,351764.858033431,a554a3df-703c-4744-ba64-8081476f9a87
273,CHIC,Lands - http://landsnet.nps.gov/tractsnet/documents/CHIC/Metadata/chic_metadata.xml,Chickasaw National Recreation Area,2018/03/29 00:00:00+00,OK,IM,1101907,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047933,Chickasaw,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:38:30.552+00,RJohnson@nps.gov_nps,58919202.2929688,84403.8924131083,6b86c909-8ee2-4cd3-bd49-c5aad2de6bce
274,STRI,Lands - http://landsnet.nps.gov/tractsnet/documents/STRI/Metadata/stri_metadata.xml,Stones River National Battlefield,2018/03/29 00:00:00+00,TN,SE,1888964,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2252627,Stones River,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:38:37.255+00,RJohnson@nps.gov_nps,4452463.1640625,24132.5334518426,888a9191-261b-4070-b0c6-c45f0b10f321
275,GRSA,Lands - http://landsnet.nps.gov/tractsnet/documents/GRSA/METADATA/grsa_metadata.xml,Great Sand Dunes National Preserve,2018/03/28 00:00:00+00,CO,IM,2733443,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2194474,Great Sand Dunes,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:38:43.847+00,RJohnson@nps.gov_nps,270940284.761719,108346.563651493,559c70c3-5832-4c81-97f1-e0251c90adaa
276,GRSA,Lands - http://landsnet.nps.gov/tractsnet/documents/GRSA/METADATA/grsa_metadata.xml,Great Sand Dunes National Park,2018/03/28 00:00:00+00,CO,IM,2733443,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2194474,Great Sand Dunes,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:38:49.713+00,RJohnson@nps.gov_nps,698046849.550781,125685.107843852,53749c2e-ed19-4a02-8a4b-d3440e359052
277,BITH,Lands - http://landsnet.nps.gov/tractsnet/documents/bith/Metadata/bith_metadata.xml,Big Thicket National Preserve,2018/03/27 00:00:00+00,TX,IM,1888902,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239597,Big Thicket,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:38:57.563+00,RJohnson@nps.gov_nps,617771864.371094,1142445.74410236,56025e3d-ca2e-485d-b004-572d9426ae2b
278,RIGR,Lands - http://landsnet.nps.gov/tractsnet/documents/RIGR/Metadata/rigr_metadata.xml,Rio Grande Wild and Scenic River,2018/03/22 00:00:00+00,TX,IM,2766087,Wild and Scenic River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2252626,Rio Grande,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:39:07.523+00,RJohnson@nps.gov_nps,118186366.78125,729598.647757283,c98f8633-3a10-4c4f-8eda-d079a825d36b
280,RIRA,Lands - http://landsnet.nps.gov/tractsnet/documents/RIRA/Metadata/rira_metadata.xml,River Raisin National Battlefield Park,2018/02/27 00:00:00+00,MI,MW,2733434,National Battlefield Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2221825,River Raisin,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:39:17.876+00,RJohnson@nps.gov_nps,307034.39453125,2434.06991038219,266ec130-1d11-4add-8733-b58aab4f395e
281,MIMA,Lands - http://landsnet.nps.gov/tractsnet/documents/MIMA/Metadata/mima_metadata.xml,Minute Man National Historical Park,2018/02/22 00:00:00+00,MA,NE,600051,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2167740,Minute Man,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:39:24.306+00,RJohnson@nps.gov_nps,7614108.67578125,36417.1261631851,389e7576-ebb8-4f67-8999-b3d8c4ca5ebe
282,BLCA,Lands - http://landsnet.nps.gov/tractsnet/documents/BLCA/Metadata/blca_metadata.xml,Black Canyon of the Gunnison National Park,2018/02/15 00:00:00+00,CO,IM,203271,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047909,Black Canyon of the Gunnison,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:39:31.025+00,RJohnson@nps.gov_nps,207094307.695313,113089.803963317,95f62809-3370-426b-8645-0cb3605ba045
283,WACA,Lands - http://landsnet.nps.gov/tractsnet/documents/WACA/Metadata/waca_metadata.xml,Walnut Canyon National Monument,2018/02/12 00:00:00+00,AZ,IM,35848,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166442,Walnut Canyon,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:39:37.630+00,RJohnson@nps.gov_nps,19671429.09375,32885.5993135553,da1a2de9-382d-4a0b-86e8-c6d6956d7925
285,WUPA,Lands - http://landsnet.nps.gov/tractsnet/documents/WUPA/Metadata/wupa_metadata.xml,Wupatki National Monument,2018/02/06 00:00:00+00,AZ,IM,38197,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048067,Wupatki,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:39:51.092+00,RJohnson@nps.gov_nps,217110219.144531,96312.4172580288,fc81836f-5f32-480b-8a7d-7ddd489fc004
286,WABA,Lands - http://landsnet.nps.gov/tractsnet/documents/WABA/Metadata/waba_metadata.xml,Washita Battlefield National Historic Site,2018/01/24 00:00:00+00,OK,IM,1946144,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048061,Washita Battlefield,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:39:57.390+00,RJohnson@nps.gov_nps,1962554.2109375,5947.3292325305,fdd653a9-c250-4b83-abde-bce7050f0fa0
287,KAWW,Lands - http://landsnet.nps.gov/tractsnet/documents/KAWW/METADATA/kaww_metadata.xml,Katahdin Woods And Waters National Monument,2018/01/23 00:00:00+00,ME,NE,2783292,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2242149,Katahdin Woods And Waters,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:40:03.817+00,RJohnson@nps.gov_nps,749774985.6875,281146.151526366,ece97438-1884-4798-b945-0605f707433b
288,ROLA,Lands - http://landsnet.nps.gov/tractsnet/documents/ROLA/Metadata/rola_metadata.xml,Ross Lake National Recreation Area,2018/01/18 00:00:00+00,WA,PW,1528419,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2235465,Ross Lake,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:40:09.725+00,RJohnson@nps.gov_nps,1087597961.76563,268919.629167793,99f46bdc-cce0-457c-9001-3e5b66e3e818
289,BIBE,Lands - http://landsnet.nps.gov/tractsnet/documents/bibe/Metadata/bibe_metadata.xml,Big Bend National Park,2018/01/09 00:00:00+00,TX,IM,1377082,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239592,Big Bend,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:40:15.648+00,RJohnson@nps.gov_nps,4329893757.00391,462145.816751836,d6842ad9-88f8-4d92-a42e-70f13a0c2c35
291,SARA,Lands - http://landsnet.nps.gov/tractsnet/documents/SARA/METADATA/sara_metadata.xml,Saratoga National Historical Park,2018/07/02 00:00:00+00,NY,NE,964487,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2215979,Saratoga,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:40:29.827+00,RJohnson@nps.gov_nps,26899681.5351563,38311.5149917063,f9ccc791-69df-4518-bd9e-a129b3b8267f
292,VAFO,Lands - http://landsnet.nps.gov/tractsnet/documents/VAFO/Metadata/vafo_metadata.xml,Valley Forge National Historical Park,2018/05/14 00:00:00+00,PA,NE,1211947,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048195,Valley Forge,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:40:36.519+00,RJohnson@nps.gov_nps,23893035.2734375,30664.0045600991,6792de05-ed87-4d12-964d-be10e55b5c2d
293,LAKE,Lands - http://landsnet.nps.gov/tractsnet/documents/LAKE/METADATA/lake_metadata.xml,Lake Mead National Recreation Area,2018/05/10 00:00:00+00,NV,PW,858265,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2210708,Lake Mead,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:57:35.669+00,RJohnson@nps.gov_nps,9248996734.62109,2078124.5927877,9fcea0c7-a195-4824-b10a-95b71672c71b
294,MISS,Lands - http://landsnet.nps.gov/tractsnet/documents/MISS/METADATA/miss_metadata.xml,Mississippi National River and Recreation Area,2018/05/10 00:00:00+00,MN,MW,1888944,National River and Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2253817,Mississippi,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:40:49.942+00,RJohnson@nps.gov_nps,433802093.488281,379445.166205288,0e68ceb4-307b-436d-bedb-7951eda98de7
296,CHSC,Lands - http://landsnet.nps.gov/tractsnet/documents/CHSC/Metadata/chsc_metadata.xml,Little Rock Central High School National Historic Site,2018/05/08 00:00:00+00,AR,MW,2091841,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165977,Little Rock Central High School,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:41:01.939+00,RJohnson@nps.gov_nps,173527.85546875,2185.08282772711,0e778c54-6a80-45ed-9f44-280d9d5e13a1
297,CEBR,Lands - http://landsnet.nps.gov/tractsnet/documents/CEBR/Metadata/cebr_metadata.xml,Cedar Breaks National Monument,2018/05/04 00:00:00+00,UT,IM,1439558,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047930,Cedar Breaks,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:41:07.776+00,RJohnson@nps.gov_nps,39592554.8242188,27322.5962434108,8a9f3d0d-5aa8-45da-95b8-baafcef88598
298,FODA,Lands - http://landsnet.nps.gov/tractsnet/documents/FODA/Metadata/foda_metadata.xml,Fort Davis National Historic Site,2018/04/27 00:00:00+00,TX,IM,1357585,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2182229,Fort Davis,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:41:13.497+00,RJohnson@nps.gov_nps,2836614.1328125,9180.19872791503,bfa891f3-df83-4f6c-97df-377b5c3984db
299,FOMR,Lands - http://landsnet.nps.gov/tractsnet/documents/FOMR/Metadata/fomr_metadata.xml,Fort Monroe National Monument,2018/04/18 00:00:00+00,VA,NE,"2707739	",National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2235460,Fort Monroe,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:41:24.863+00,RJohnson@nps.gov_nps,2341654.90625,20043.3218153189,ac28ac76-6207-4a8d-adee-5d5e1713f4e4
